cleaned_name,adjusted_loc_col
Aherla is a popular tourist destination.,"[(0, 6, 'LOC')]"
Hiking enthusiasts often explore the area around Ahenny.,"[(49, 55, 'LOC')]"
Ahascragh has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Ahare House has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Ahakista is a popular tourist destination.,"[(0, 8, 'LOC')]"
Ahafona is a popular tourist destination.,"[(0, 7, 'LOC')]"
The peaceful surroundings of Ahacrinduff River make it a great place for a getaway.,"[(29, 46, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Agraffard.,"[(49, 64, 'LOC')]"
The region surrounding Aglish is known for its natural beauty.,"[(23, 29, 'LOC')]"
Hiking enthusiasts often explore the area around Aghlem Bridge.,"[(49, 62, 'LOC')]"
Aghleam is a popular tourist destination.,"[(0, 7, 'LOC')]"
Many people visit Aghla Mountain every year for its scenic views.,"[(18, 32, 'LOC')]"
Aghern is a popular tourist destination.,"[(0, 6, 'LOC')]"
The region surrounding Agher is known for its natural beauty.,"[(23, 28, 'LOC')]"
The region surrounding Agheralane House is known for its natural beauty.,"[(23, 39, 'LOC')]"
Aghaweel Hill has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Many people visit Aghaville Cross Roads every year for its scenic views.,"[(18, 39, 'LOC')]"
The peaceful surroundings of Aghavas make it a great place for a getaway.,"[(29, 36, 'LOC')]"
The region surrounding Aghavannagh is known for its natural beauty.,"[(23, 34, 'LOC')]"
Aghatubrid Bridge has a rich history and is well-known among locals.,"[(0, 17, 'LOC')]"
Hiking enthusiasts often explore the area around Aghanvilla.,"[(49, 59, 'LOC')]"
Aghancon is a popular tourist destination.,"[(0, 8, 'LOC')]"
Hiking enthusiasts often explore the area around Aghamore House.,"[(49, 63, 'LOC')]"
Many people visit Aghamore every year for its scenic views.,"[(18, 26, 'LOC')]"
Aghamarta Castle has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
Many people visit Aghagower every year for its scenic views.,"[(18, 27, 'LOC')]"
Hiking enthusiasts often explore the area around Aghagadda House.,"[(49, 64, 'LOC')]"
The peaceful surroundings of Aghadoe House make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Many people visit Aghada every year for its scenic views.,"[(18, 24, 'LOC')]"
The peaceful surroundings of Aghacashel River make it a great place for a getaway.,"[(29, 45, 'LOC')]"
Hiking enthusiasts often explore the area around Aghacashel House.,"[(49, 65, 'LOC')]"
Hiking enthusiasts often explore the area around Aghabullogue.,"[(49, 61, 'LOC')]"
Many people visit Aghabog every year for its scenic views.,"[(18, 25, 'LOC')]"
Aghaboe is a popular tourist destination.,"[(0, 7, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Afoor.,"[(49, 60, 'LOC')]"
The region surrounding Affane House is known for its natural beauty.,"[(23, 35, 'LOC')]"
The region surrounding Adrigole Harbour is known for its natural beauty.,"[(23, 39, 'LOC')]"
Adrigole is a popular tourist destination.,"[(0, 8, 'LOC')]"
The region surrounding Adoon Station is known for its natural beauty.,"[(23, 36, 'LOC')]"
Lough Adoon has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Aderry.,"[(49, 61, 'LOC')]"
The region surrounding Addergoole River is known for its natural beauty.,"[(23, 39, 'LOC')]"
Hiking enthusiasts often explore the area around Adare Manor House.,"[(49, 66, 'LOC')]"
Adare has a rich history and is well-known among locals.,"[(0, 5, 'LOC')]"
Hiking enthusiasts often explore the area around Adamstown.,"[(49, 58, 'LOC')]"
Many people visit Lough Acoose every year for its scenic views.,"[(18, 30, 'LOC')]"
Many people visit Aclare House every year for its scenic views.,"[(18, 30, 'LOC')]"
Many people visit Aclare every year for its scenic views.,"[(18, 24, 'LOC')]"
Achill Sound is a popular tourist destination.,"[(0, 12, 'LOC')]"
The region surrounding Achill Island is known for its natural beauty.,"[(23, 36, 'LOC')]"
Many people visit Achill Head every year for its scenic views.,"[(18, 29, 'LOC')]"
Achillbeg Island has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
The region surrounding Achill is known for its natural beauty.,"[(23, 29, 'LOC')]"
Abington has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
Hiking enthusiasts often explore the area around Abbeyville.,"[(49, 59, 'LOC')]"
Many people visit Abbeytown every year for its scenic views.,"[(18, 27, 'LOC')]"
Abbeyside is a popular tourist destination.,"[(0, 9, 'LOC')]"
Abbeyshrule has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Hiking enthusiasts often explore the area around Abbey River.,"[(49, 60, 'LOC')]"
Many people visit Abbeyleix every year for its scenic views.,"[(18, 27, 'LOC')]"
Hiking enthusiasts often explore the area around Abbeylara.,"[(49, 58, 'LOC')]"
Many people visit Abbey Island every year for its scenic views.,"[(18, 30, 'LOC')]"
Hiking enthusiasts often explore the area around Abbeyfeale.,"[(49, 59, 'LOC')]"
Hiking enthusiasts often explore the area around Abbeydorney.,"[(49, 60, 'LOC')]"
The region surrounding Abbey is known for its natural beauty.,"[(23, 28, 'LOC')]"
The region surrounding Abbeville House is known for its natural beauty.,"[(23, 38, 'LOC')]"
The peaceful surroundings of Abbeville make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The peaceful surroundings of Abbert River make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Hiking enthusiasts often explore the area around Abbert.,"[(49, 55, 'LOC')]"
The region surrounding Aasleagh is known for its natural beauty.,"[(23, 31, 'LOC')]"
South Rock has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Collough Rock every year for its scenic views.,"[(18, 31, 'LOC')]"
Barrels Rocks is a popular tourist destination.,"[(0, 13, 'LOC')]"
Hiking enthusiasts often explore the area around Brandies.,"[(49, 57, 'LOC')]"
Kilturk Bank has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The region surrounding Murroch’s Rock is known for its natural beauty.,"[(23, 37, 'LOC')]"
The region surrounding Coningmore Rocks is known for its natural beauty.,"[(23, 39, 'LOC')]"
Many people visit Conaghra Point every year for its scenic views.,"[(18, 32, 'LOC')]"
The Ledge is a popular tourist destination.,"[(0, 9, 'LOC')]"
Sligo Harbour is a popular tourist destination.,"[(0, 13, 'LOC')]"
The region surrounding Ballyconnell Point is known for its natural beauty.,"[(23, 41, 'LOC')]"
Aroo is a popular tourist destination.,"[(0, 4, 'LOC')]"
Many people visit Bomore every year for its scenic views.,"[(18, 24, 'LOC')]"
The peaceful surroundings of Mullaghmore Head make it a great place for a getaway.,"[(29, 45, 'LOC')]"
The peaceful surroundings of Finner Point make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Donegal Harbour is a popular tourist destination.,"[(0, 15, 'LOC')]"
Hiking enthusiasts often explore the area around Killybegs Harbour.,"[(49, 66, 'LOC')]"
The region surrounding Malin Beg Head is known for its natural beauty.,"[(23, 37, 'LOC')]"
The region surrounding Croaghleheen is known for its natural beauty.,"[(23, 35, 'LOC')]"
The region surrounding Black Rock Point is known for its natural beauty.,"[(23, 39, 'LOC')]"
The region surrounding Bullogconnell Shoals is known for its natural beauty.,"[(23, 43, 'LOC')]"
Hiking enthusiasts often explore the area around Gweedore Harbour.,"[(49, 65, 'LOC')]"
The region surrounding Ballyness Harbour is known for its natural beauty.,"[(23, 40, 'LOC')]"
The region surrounding Frenchman’s Rock is known for its natural beauty.,"[(23, 39, 'LOC')]"
The peaceful surroundings of Broad Water make it a great place for a getaway.,"[(29, 40, 'LOC')]"
The region surrounding Limeburner Rock is known for its natural beauty.,"[(23, 38, 'LOC')]"
The peaceful surroundings of Falskirt Rock make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Many people visit Swede Rock every year for its scenic views.,"[(18, 28, 'LOC')]"
The peaceful surroundings of Back Strand make it a great place for a getaway.,"[(29, 40, 'LOC')]"
The region surrounding Pollack Rock is known for its natural beauty.,"[(23, 35, 'LOC')]"
Rinnashark Harbour has a rich history and is well-known among locals.,"[(0, 18, 'LOC')]"
The region surrounding Carrigaderragh is known for its natural beauty.,"[(23, 37, 'LOC')]"
Loftus Hall has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Hiking enthusiasts often explore the area around Bannow.,"[(49, 55, 'LOC')]"
Hiking enthusiasts often explore the area around Ballyteige Lough.,"[(49, 65, 'LOC')]"
The peaceful surroundings of Bar of Lough make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Ingard Point is a popular tourist destination.,"[(0, 12, 'LOC')]"
Many people visit Selskar Rock every year for its scenic views.,"[(18, 30, 'LOC')]"
The peaceful surroundings of George Rock make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Red Bank is a popular tourist destination.,"[(0, 8, 'LOC')]"
Many people visit The Bore every year for its scenic views.,"[(18, 26, 'LOC')]"
The peaceful surroundings of Carrickbyrne Hill make it a great place for a getaway.,"[(29, 46, 'LOC')]"
Tory Hill has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Many people visit Slievecoiltia every year for its scenic views.,"[(18, 31, 'LOC')]"
Many people visit Splaugh Rock every year for its scenic views.,"[(18, 30, 'LOC')]"
Many people visit Wexford Bay every year for its scenic views.,"[(18, 29, 'LOC')]"
The region surrounding Blackwater Bank is known for its natural beauty.,"[(23, 38, 'LOC')]"
Hiking enthusiasts often explore the area around Ballynamona Hill.,"[(49, 65, 'LOC')]"
Hiking enthusiasts often explore the area around Rusk Channel.,"[(49, 61, 'LOC')]"
Hiking enthusiasts often explore the area around Money-weights Bank.,"[(49, 67, 'LOC')]"
Rusk Bank has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Carrigroe Hill has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Polduff is a popular tourist destination.,"[(0, 7, 'LOC')]"
Roney Point has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Many people visit Roney Rock every year for its scenic views.,"[(18, 28, 'LOC')]"
Many people visit Ballydane every year for its scenic views.,"[(18, 27, 'LOC')]"
Ballyminaun Hill has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
Collon Top has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
The region surrounding Wolf Rock is known for its natural beauty.,"[(23, 32, 'LOC')]"
The region surrounding Carrick Mountain is known for its natural beauty.,"[(23, 39, 'LOC')]"
The region surrounding Arklow Rock is known for its natural beauty.,"[(23, 34, 'LOC')]"
Hiking enthusiasts often explore the area around Straw Island.,"[(49, 61, 'LOC')]"
The region surrounding Brocklinmore Bank is known for its natural beauty.,"[(23, 40, 'LOC')]"
Hiking enthusiasts often explore the area around Killeen Point.,"[(49, 62, 'LOC')]"
Cleggan Point has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
The region surrounding Ardnakinna Point is known for its natural beauty.,"[(23, 39, 'LOC')]"
North Bay has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
The region surrounding Fardurris Point is known for its natural beauty.,"[(23, 38, 'LOC')]"
Tarbert Island has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Hiking enthusiasts often explore the area around Kerry Head Shoal.,"[(49, 65, 'LOC')]"
Monavullagh Mountains has a rich history and is well-known among locals.,"[(0, 21, 'LOC')]"
The region surrounding Hake Head is known for its natural beauty.,"[(23, 32, 'LOC')]"
Preghane Point is a popular tourist destination.,"[(0, 14, 'LOC')]"
Many people visit Ferry Point every year for its scenic views.,"[(18, 29, 'LOC')]"
Kinure Point is a popular tourist destination.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Blinknure Point make it a great place for a getaway.,"[(29, 44, 'LOC')]"
Many people visit Daunt Rock every year for its scenic views.,"[(18, 28, 'LOC')]"
The Smiths has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Cork Head every year for its scenic views.,"[(18, 27, 'LOC')]"
Morris Head is a popular tourist destination.,"[(0, 11, 'LOC')]"
The region surrounding Myrtleville Bay is known for its natural beauty.,"[(23, 38, 'LOC')]"
The region surrounding Carrigabrochell is known for its natural beauty.,"[(23, 38, 'LOC')]"
The peaceful surroundings of Rams Head make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The region surrounding The Sound is known for its natural beauty.,"[(23, 32, 'LOC')]"
The peaceful surroundings of Brohogue Rock make it a great place for a getaway.,"[(29, 42, 'LOC')]"
The peaceful surroundings of Hawk Rock make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The region surrounding Quarry Rock is known for its natural beauty.,"[(23, 34, 'LOC')]"
Pollock Rock is a popular tourist destination.,"[(0, 12, 'LOC')]"
Ballycroneen Bay has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
The peaceful surroundings of Bullens Bay make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Saint Patricks Bridge has a rich history and is well-known among locals.,"[(0, 21, 'LOC')]"
The region surrounding Kilcredaun Head is known for its natural beauty.,"[(23, 38, 'LOC')]"
Big Sovereign is a popular tourist destination.,"[(0, 13, 'LOC')]"
Kinsale Head Gas Field has a rich history and is well-known among locals.,"[(0, 22, 'LOC')]"
Many people visit Portmurvy every year for its scenic views.,"[(18, 27, 'LOC')]"
Many people visit Kinereigh every year for its scenic views.,"[(18, 27, 'LOC')]"
The peaceful surroundings of Curran Banks make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Rossaveel is a popular tourist destination.,"[(0, 9, 'LOC')]"
Hiking enthusiasts often explore the area around Trabaan Point.,"[(49, 62, 'LOC')]"
Many people visit Lettermullan every year for its scenic views.,"[(18, 30, 'LOC')]"
Skerd Rocks has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Hiking enthusiasts often explore the area around Knock Point.,"[(49, 60, 'LOC')]"
Many people visit Loughs Ahalia every year for its scenic views.,"[(18, 31, 'LOC')]"
Hiking enthusiasts often explore the area around Knockmorden.,"[(49, 60, 'LOC')]"
Many people visit Illaunnacroagh every year for its scenic views.,"[(18, 32, 'LOC')]"
Cashel Hill is a popular tourist destination.,"[(0, 11, 'LOC')]"
Many people visit Thanymore Shoals every year for its scenic views.,"[(18, 34, 'LOC')]"
Bunowen Castle has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
The peaceful surroundings of Ballyconneely make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Many people visit Doonloughan every year for its scenic views.,"[(18, 29, 'LOC')]"
Hiking enthusiasts often explore the area around Garraun.,"[(49, 56, 'LOC')]"
Ben Creggan has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
The peaceful surroundings of Sheeffry Hills make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Mullaghglass is a popular tourist destination.,"[(0, 12, 'LOC')]"
Hiking enthusiasts often explore the area around Tully Mountain.,"[(49, 63, 'LOC')]"
Tonakeera Point has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
